Figure,Setting,Indicator,Group,Subgroup,Time,Start_Time,End_Time,Value,Measure
0,IP,,,,48,11/25/2020,12/01/2020,12550.0,Number of encounters
0,IP,,,,49,12/02/2020,12/08/2020,13455.0,Number of encounters
0,IP,,,,50,12/09/2020,12/15/2020,13155.0,Number of encounters
0,IP,,,,51,12/16/2020,12/22/2020,12230.0,Number of encounters
0,IP,,,,52,12/23/2020,12/29/2020,11414.0,Number of encounters
0,IP,,,,53,12/30/2020,01/05/2021,12679.0,Number of encounters
0,IP,,,,54,01/06/2021,01/12/2021,13314.0,Number of encounters
0,IP,,,,55,01/13/2021,01/19/2021,13152.0,Number of encounters
0,IP,,,,56,01/20/2021,01/26/2021,13297.0,Number of encounters
0,IP,,,,57,01/27/2021,02/02/2021,12835.0,Number of encounters
0,IP,,,,58,02/03/2021,02/09/2021,13752.0,Number of encounters
0,IP,,,,59,02/10/2021,02/16/2021,13213.0,Number of encounters
0,IP,,,,60,02/17/2021,02/23/2021,13281.0,Number of encounters
0,IP,,,,61,02/24/2021,03/02/2021,13483.0,Number of encounters
0,IP,,,,62,03/03/2021,03/09/2021,13378.0,Number of encounters
0,IP,,,,63,03/10/2021,03/16/2021,13504.0,Number of encounters
0,IP,,,,64,03/17/2021,03/23/2021,13439.0,Number of encounters
0,IP,,,,65,03/24/2021,03/30/2021,13774.0,Number of encounters
0,IP,,,,66,03/31/2021,04/06/2021,13539.0,Number of encounters
0,IP,,,,67,04/07/2021,04/13/2021,14147.0,Number of encounters
0,IP,,,,68,04/14/2021,04/20/2021,13893.0,Number of encounters
0,IP,,,,69,04/21/2021,04/27/2021,13557.0,Number of encounters
0,IP,,,,70,04/28/2021,05/04/2021,13704.0,Number of encounters
0,IP,,,,71,05/05/2021,05/11/2021,13417.0,Number of encounters
0,IP,,,,72,05/12/2021,05/18/2021,13574.0,Number of encounters
0,IP,,,,73,05/19/2021,05/25/2021,13651.0,Number of encounters
0,IP,,,,74,05/26/2021,06/01/2021,12590.0,Number of encounters
0,IP,,,,75,06/02/2021,06/08/2021,14049.0,Number of encounters
0,IP,,,,76,06/09/2021,06/15/2021,13745.0,Number of encounters
0,IP,,,,77,06/16/2021,06/22/2021,13644.0,Number of encounters
0,IP,,,,78,06/23/2021,06/29/2021,13794.0,Number of encounters
0,IP,,,,79,06/30/2021,07/06/2021,12869.0,Number of encounters
0,IP,,,,80,07/07/2021,07/13/2021,13940.0,Number of encounters
0,IP,,,,81,07/14/2021,07/20/2021,14015.0,Number of encounters
0,IP,,,,82,07/21/2021,07/27/2021,13822.0,Number of encounters
0,IP,,,,83,07/28/2021,08/03/2021,13699.0,Number of encounters
0,IP,,,,84,08/04/2021,08/10/2021,13746.0,Number of encounters
0,IP,,,,85,08/11/2021,08/17/2021,13505.0,Number of encounters
0,IP,,,,86,08/18/2021,08/24/2021,13531.0,Number of encounters
0,IP,,,,87,08/25/2021,08/31/2021,13600.0,Number of encounters
0,IP,,,,88,09/01/2021,09/07/2021,12990.0,Number of encounters
0,IP,,,,89,09/08/2021,09/14/2021,14043.0,Number of encounters
0,IP,,,,90,09/15/2021,09/21/2021,13755.0,Number of encounters
0,IP,,,,91,09/22/2021,09/28/2021,13657.0,Number of encounters
0,IP,,,,92,09/29/2021,10/05/2021,13438.0,Number of encounters
0,IP,,,,93,10/06/2021,10/12/2021,13393.0,Number of encounters
0,IP,,,,94,10/13/2021,10/19/2021,13631.0,Number of encounters
0,IP,,,,95,10/20/2021,10/26/2021,13510.0,Number of encounters
0,IP,,,,96,10/27/2021,11/02/2021,13406.0,Number of encounters
0,IP,,,,97,11/03/2021,11/09/2021,13507.0,Number of encounters
0,IP,,,,98,11/10/2021,11/16/2021,13559.0,Number of encounters
0,IP,,,,99,11/17/2021,11/23/2021,13213.0,Number of encounters
0,IP,,,,100,11/24/2021,11/30/2021,12181.0,Number of encounters
0,IP,,,,101,12/01/2021,12/07/2021,13192.0,Number of encounters
0,IP,,,,102,12/08/2021,12/14/2021,12460.0,Number of encounters
0,IP,,,,103,12/15/2021,12/21/2021,10529.0,Number of encounters
0,IP,,,,104,12/22/2021,12/28/2021,6571.0,Number of encounters
1,ED,Confirmed COVID-19,Age,0-4 Years,12,03/18/2020,03/24/2020,0.3,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,13,03/25/2020,03/31/2020,0.1,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,14,04/01/2020,04/07/2020,0.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,15,04/08/2020,04/14/2020,0.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,16,04/15/2020,04/21/2020,0.5,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,17,04/22/2020,04/28/2020,0.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,18,04/29/2020,05/05/2020,0.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,19,05/06/2020,05/12/2020,0.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,20,05/13/2020,05/19/2020,0.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,21,05/20/2020,05/26/2020,0.5,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,22,05/27/2020,06/02/2020,0.3,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,23,06/03/2020,06/09/2020,0.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,24,06/10/2020,06/16/2020,0.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,25,06/17/2020,06/23/2020,0.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,26,06/24/2020,06/30/2020,1.1,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,27,07/01/2020,07/07/2020,1.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,28,07/08/2020,07/14/2020,1.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,29,07/15/2020,07/21/2020,1.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,30,07/22/2020,07/28/2020,1.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,31,07/29/2020,08/04/2020,1.0,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,32,08/05/2020,08/11/2020,1.3,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,33,08/12/2020,08/18/2020,1.0,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,34,08/19/2020,08/25/2020,1.0,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,35,08/26/2020,09/01/2020,0.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,36,09/02/2020,09/08/2020,0.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,37,09/09/2020,09/15/2020,0.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,38,09/16/2020,09/22/2020,0.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,39,09/23/2020,09/29/2020,0.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,40,09/30/2020,10/06/2020,0.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,41,10/07/2020,10/13/2020,1.3,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,42,10/14/2020,10/20/2020,1.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,43,10/21/2020,10/27/2020,1.5,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,44,10/28/2020,11/03/2020,1.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,45,11/04/2020,11/10/2020,2.2,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,46,11/11/2020,11/17/2020,3.3,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,47,11/18/2020,11/24/2020,4.1,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,48,11/25/2020,12/01/2020,3.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,49,12/02/2020,12/08/2020,5.2,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,50,12/09/2020,12/15/2020,4.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,51,12/16/2020,12/22/2020,5.3,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,52,12/23/2020,12/29/2020,4.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,53,12/30/2020,01/05/2021,5.0,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,54,01/06/2021,01/12/2021,4.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,55,01/13/2021,01/19/2021,3.2,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,56,01/20/2021,01/26/2021,3.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,57,01/27/2021,02/02/2021,3.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,58,02/03/2021,02/09/2021,2.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,59,02/10/2021,02/16/2021,2.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,60,02/17/2021,02/23/2021,2.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,61,02/24/2021,03/02/2021,1.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,62,03/03/2021,03/09/2021,1.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,63,03/10/2021,03/16/2021,1.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,64,03/17/2021,03/23/2021,1.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,65,03/24/2021,03/30/2021,1.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,66,03/31/2021,04/06/2021,2.0,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,67,04/07/2021,04/13/2021,2.5,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,68,04/14/2021,04/20/2021,2.1,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,69,04/21/2021,04/27/2021,1.5,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,70,04/28/2021,05/04/2021,1.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,71,05/05/2021,05/11/2021,1.1,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,72,05/12/2021,05/18/2021,1.2,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,73,05/19/2021,05/25/2021,0.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,74,05/26/2021,06/01/2021,0.5,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,75,06/02/2021,06/08/2021,0.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,76,06/09/2021,06/15/2021,0.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,77,06/16/2021,06/22/2021,0.5,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,78,06/23/2021,06/29/2021,0.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,79,06/30/2021,07/06/2021,0.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,80,07/07/2021,07/13/2021,1.3,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,81,07/14/2021,07/20/2021,1.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,82,07/21/2021,07/27/2021,2.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,83,07/28/2021,08/03/2021,2.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,84,08/04/2021,08/10/2021,3.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,85,08/11/2021,08/17/2021,4.3,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,86,08/18/2021,08/24/2021,4.1,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,87,08/25/2021,08/31/2021,4.0,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,88,09/01/2021,09/07/2021,3.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,89,09/08/2021,09/14/2021,3.2,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,90,09/15/2021,09/21/2021,3.1,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,91,09/22/2021,09/28/2021,2.4,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,92,09/29/2021,10/05/2021,1.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,93,10/06/2021,10/12/2021,1.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,94,10/13/2021,10/19/2021,1.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,95,10/20/2021,10/26/2021,1.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,96,10/27/2021,11/02/2021,1.6,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,97,11/03/2021,11/09/2021,1.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,98,11/10/2021,11/16/2021,1.8,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,99,11/17/2021,11/23/2021,1.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,100,11/24/2021,11/30/2021,2.7,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,101,12/01/2021,12/07/2021,3.2,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,102,12/08/2021,12/14/2021,4.1,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,103,12/15/2021,12/21/2021,6.9,Percent
1,ED,Confirmed COVID-19,Age,0-4 Years,104,12/22/2021,12/28/2021,16.9,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,12,03/18/2020,03/24/2020,0.6,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,13,03/25/2020,03/31/2020,1.1,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,14,04/01/2020,04/07/2020,2.9,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,15,04/08/2020,04/14/2020,3.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,16,04/15/2020,04/21/2020,3.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,17,04/22/2020,04/28/2020,3.2,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,18,04/29/2020,05/05/2020,3.0,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,19,05/06/2020,05/12/2020,1.7,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,20,05/13/2020,05/19/2020,1.3,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,21,05/20/2020,05/26/2020,1.3,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,22,05/27/2020,06/02/2020,1.1,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,23,06/03/2020,06/09/2020,1.0,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,24,06/10/2020,06/16/2020,1.0,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,25,06/17/2020,06/23/2020,1.7,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,26,06/24/2020,06/30/2020,2.4,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,27,07/01/2020,07/07/2020,2.0,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,28,07/08/2020,07/14/2020,2.5,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,29,07/15/2020,07/21/2020,2.0,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,30,07/22/2020,07/28/2020,1.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,31,07/29/2020,08/04/2020,1.6,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,32,08/05/2020,08/11/2020,1.6,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,33,08/12/2020,08/18/2020,0.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,34,08/19/2020,08/25/2020,0.9,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,35,08/26/2020,09/01/2020,0.9,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,36,09/02/2020,09/08/2020,1.0,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,37,09/09/2020,09/15/2020,0.9,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,38,09/16/2020,09/22/2020,0.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,39,09/23/2020,09/29/2020,0.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,40,09/30/2020,10/06/2020,1.3,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,41,10/07/2020,10/13/2020,1.4,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,42,10/14/2020,10/20/2020,1.5,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,43,10/21/2020,10/27/2020,1.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,44,10/28/2020,11/03/2020,2.6,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,45,11/04/2020,11/10/2020,3.4,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,46,11/11/2020,11/17/2020,4.9,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,47,11/18/2020,11/24/2020,5.2,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,48,11/25/2020,12/01/2020,5.7,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,49,12/02/2020,12/08/2020,5.7,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,50,12/09/2020,12/15/2020,5.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,51,12/16/2020,12/22/2020,5.8,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,52,12/23/2020,12/29/2020,5.6,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,53,12/30/2020,01/05/2021,5.4,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,54,01/06/2021,01/12/2021,5.6,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,55,01/13/2021,01/19/2021,4.9,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,56,01/20/2021,01/26/2021,5.3,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,57,01/27/2021,02/02/2021,4.4,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,58,02/03/2021,02/09/2021,3.9,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,59,02/10/2021,02/16/2021,3.2,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,60,02/17/2021,02/23/2021,3.0,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,61,02/24/2021,03/02/2021,3.0,Percent
1,ED,Confirmed COVID-19,Age,18-29 Years,62,03/03/2021,03/09/2021,3.0,Percent
